"Genetic ID (suffices: "".DG"" is a high coverage shotgun genome with diploid genotype calls; "".SG"" is a high coverage shotgun genome with diploid genotype calls; "".AG,  .TW, .BY, .AA, .EC, .WGC""  are Agilent 1240K or Twist Ancient DNA or ""Big Yoruba"" or ""Archaic Admixture"" or ""Exome"" or ""Whole-Genome Capture"" data respectively; each analyzed position is represented by a randomly chosen sequence allowing for combinations when merged (separable by readgroups if possible).  "".HO"" is Affymetrix Human Origins genotype data and ""REF"" is reference haploid data.",Persistent Genetic ID,Individual ID,Skeletal code,Skeletal element,"First publication: Abbreviation for earliest paper that reported data from this individual (this is not always the same as the data being analyzed, which may be from a different or improved dataset)",Publication abbreviation,doi for publication of this representation of the data,Link to the most permanent repository hosting these data,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990+-40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE","Age at death, Morphological sex from physical anthropology",Group ID,Locality,Political Entity,Latitude,Longitude,Pulldown Strategy,Suffices (indicating data types used for sources which can be a subset of that in bam),Data type,No. Libraries,Mean coverage on 1.15M autosomal targets for full bam (if no off-target entry not up-to-date),"Mean coverage on non-targeted autosomal SNPs for full bam - not yet computed if """".."""" and bam restricted to on-target SNPs if """"0""""",SNPs hit on autosomal targets (Computed using easystats on enhance 2M capture subset) ,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),SNPs hit on autosomal targets (Computed using easystats on Compatibility snpset),SNPs hit on autosomal targets (Computed using easystats on Compatibility_HO snpset),Molecular Sex,Family relations,Sum total of ROH segments >20cM,Sum total of ROH segments >20cM.1,Y haplogroup in terminal mutation notation automatically called based on Y-full 12.03 with the software described in Lazaridis et al. Science 2022,Y haplogroup  in ISOGG notation automatically called based on Yfull 12.03 with the software described in Lazaridis et al. Science 2022,Y haplogroup manually called if different from automatic,mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,"mtDNA match to consensus if >10x (merged data) [estimates are typically off by (uncorrected + power(10,-0.271*LOG(mt-coverage)-1.120)]",Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),ANGSD MOM 95% CI truncated at 0 (only if male and >=200 SNPs) [estimates are typically 0.005 too high],hapConX 95% CI truncated at 0 (only if male and >=2000 SNPs covered on X chromosome) [estimates are typically 0.005 too high],"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,endogenous by library (computed on shotgun data),ASSESSMENT,"ASSESSMENT WARNINGS: X contamination interval is listed if lower bound is >=0.005 for either ANGSD or hapConX, ""QUESTIONABLE"" if lower bound is 0.015-0.035 for hapConX (or ANGSD if no hapConX computation), ""CRITICAL"" or ""FAIL"" if lower bound is >0.03  for hapConX (or ANGSD if no hapConX computation) |mtcontam confidence interval is listed if coverage >10 and upper bound is <0.98, ""QUESTIONABLE"" if upper bound is 0.9-0.95; ""CRITICAL"" if upper bound is <0.9, QUESTIONABLE status gets overriden by ANGSD or hapConX if upper bound of contamination estimate is <0.01 | damage for ds.half is ""CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1 | sex.ratio is QUESTIONABLE if [0.03,0.1) or (0.30,0.32]; CRITICAL/FAIL if [0.1,0.3] | f4(All,Damage;CEU,CHB) for non-damage-restricted samples is ""CRITICAL/FAIL"" if |Z|>=3.5, QUESTIONABLE if 3.5>Z>=3.0, listed if Z>=2.0",subpopulation,date_CE
EphesosOctagonI.SG,85422,EphesosOctagonI,Octagon_Tomb (Sarcophagus),cranial bone,WeberPinhasiSciRep2025,WeberPinhasiSciRep2025,https://doi.org/10.1038/s41598-024-83870-x,ENA:PRJEB83414,Direct: IntCal20,2130,64.0,"205-36 calBCE (2180 ± 15 BP, UCIAMS-286284)",subadult (adolescent); 11-14 yrs; male,Turkey_Hellenistic-o,Octagon (Ephesos),Turkey,,,Native Pulldown on 3.2M snpset,SG,Shotgun,..,1.4587,1.5156,1374279,859062,434548,918718,208749,M,..,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,Pass,..,Eastern_Med,-180
EV7A.SG,85442,EV7A,EV7A,tooth,RavasiniTrombettaGenomeBiol2024,RavasiniTrombettaGenomeBiol2024,https://doi.org/10.1186/s13059-024-03430-4,ENA:PRJEB77116,Direct (WARNING - NO LAB CODE): IntCal20,2312,55.0,413-229 calBCE (2310±30 BP),..,Italy_Monteriggioni_IA_Etruscan,"Monteriggioni (Tuscany, Siena)",Italy,43.3897,11.2245,Native Pulldown on 3.2M snpset,SG,Shotgun,..,0.2312,0.239,384520,236144,123567,255392,59368,U,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),..,..,..,..,..,n/a (unknown sex),n/a (unknown sex),..,..,..,Pass,..,Italian_Central_Med,-362
PF10.SG,85444,PF10,PN44,tooth,RavasiniTrombettaGenomeBiol2024,RavasiniTrombettaGenomeBiol2024,https://doi.org/10.1186/s13059-024-03430-4,ENA:PRJEB77116,Context: Archaeological,1350,58.0,500-700 CE,..,Italy_Pesaro_LateAntiquity,"Pesaro (Marche, Pesaro e Urbino)",Italy,43.9125,12.9155,Native Pulldown on 3.2M snpset,SG,Shotgun,..,0.0247,0.0247,46136,28074,14937,30532,7033,U,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),..,..,..,..,..,n/a (unknown sex),n/a (unknown sex),..,..,..,Pass,..,Italian_Central_Med,600
PF11.SG,85446,PF11,PN45,tooth,RavasiniTrombettaGenomeBiol2024,RavasiniTrombettaGenomeBiol2024,https://doi.org/10.1186/s13059-024-03430-4,ENA:PRJEB77116,Context: Archaeological,1350,58.0,500-700 CE,..,Italy_Pesaro_LateAntiquity,"Pesaro (Marche, Pesaro e Urbino)",Italy,43.9125,12.9155,Native Pulldown on 3.2M snpset,SG,Shotgun,..,0.177,0.1826,302946,186189,96329,200559,45979,U,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),..,..,..,..,..,n/a (unknown sex),n/a (unknown sex),..,..,..,Pass,..,Italian_Central_Med,600
PF16.SG,85454,PF16,PN51,tooth,RavasiniTrombettaGenomeBiol2024,RavasiniTrombettaGenomeBiol2024,https://doi.org/10.1186/s13059-024-03430-4,ENA:PRJEB77116,Context: Archaeological,1350,58.0,500-700 CE,..,Italy_Pesaro_LateAntiquity,"Pesaro (Marche, Pesaro e Urbino)",Italy,43.9125,12.9155,Native Pulldown on 3.2M snpset,SG,Shotgun,..,0.0127,0.0129,24074,14449,7754,15972,3814,U,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),..,..,..,..,..,n/a (unknown sex),n/a (unknown sex),..,..,..,Pass,..,Italian_Central_Med,600
PF17.SG,85456,PF17,PN52,tooth,RavasiniTrombettaGenomeBiol2024,RavasiniTrombettaGenomeBiol2024,https://doi.org/10.1186/s13059-024-03430-4,ENA:PRJEB77116,Context: Archaeological,1350,58.0,500-700 CE,..,Italy_Pesaro_LateAntiquity,"Pesaro (Marche, Pesaro e Urbino)",Italy,43.9125,12.9155,Native Pulldown on 3.2M snpset,SG,Shotgun,..,0.0041,0.0043,7703,4713,2533,5146,1228,U,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),..,..,..,..,..,n/a (unknown sex),n/a (unknown sex),..,..,..,Pass,2500.to.5000.SNPs,Italian_Central_Med,600
PF19.SG,85458,PF19,PN54,tooth,RavasiniTrombettaGenomeBiol2024,RavasiniTrombettaGenomeBiol2024,https://doi.org/10.1186/s13059-024-03430-4,ENA:PRJEB77116,Context: Archaeological,1350,58.0,500-700 CE,..,Italy_Pesaro_LateAntiquity,"Pesaro (Marche, Pesaro e Urbino)",Italy,43.9125,12.9155,Native Pulldown on 3.2M snpset,SG,Shotgun,..,0.1577,0.1541,273692,167151,88377,180910,42239,U,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),..,..,..,..,..,n/a (unknown sex),n/a (unknown sex),..,..,..,Pass,..,Italian_Central_Med,600
PF1.SG,85460,PF1,PN43,tooth,RavasiniTrombettaGenomeBiol2024,RavasiniTrombettaGenomeBiol2024,https://doi.org/10.1186/s13059-024-03430-4,ENA:PRJEB77116,Context: Archaeological,1350,58.0,500-700 CE,..,Italy_Pesaro_LateAntiquity-Africa,"Pesaro (Marche, Pesaro e Urbino)",Italy,43.9125,12.9155,Native Pulldown on 3.2M snpset,SG,Shotgun,..,0.1007,0.096,179776,109873,58082,118621,27742,U,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),..,..,..,..,..,n/a (unknown sex),n/a (unknown sex),..,..,..,Pass,..,Italian_Central_Med,600
PF20.SG,85462,PF20,PN55,tooth,RavasiniTrombettaGenomeBiol2024,RavasiniTrombettaGenomeBiol2024,https://doi.org/10.1186/s13059-024-03430-4,ENA:PRJEB77116,Context: Archaeological,1350,58.0,500-700 CE,..,Italy_Pesaro_LateAntiquity,"Pesaro (Marche, Pesaro e Urbino)",Italy,43.9125,12.9155,Native Pulldown on 3.2M snpset,SG,Shotgun,..,0.0188,0.0175,35000,21361,11492,23140,5435,U,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),..,..,..,..,..,n/a (unknown sex),n/a (unknown sex),..,..,..,Pass,..,Italian_Central_Med,600
PF24.SG,85466,PF24,PN57,tooth,RavasiniTrombettaGenomeBiol2024,RavasiniTrombettaGenomeBiol2024,https://doi.org/10.1186/s13059-024-03430-4,ENA:PRJEB77116,Direct: IntCal20,1593,48.0,255-420 calCE (1693±29 BP),..,Italy_Pesaro_LateAntiquity,"Pesaro (Marche, Pesaro e Urbino)",Italy,43.9125,12.9155,Native Pulldown on 3.2M snpset,SG,Shotgun,..,0.3399,0.3401,538926,330099,171106,357585,81688,U,..,0,0,n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),..,..,..,..,..,n/a (unknown sex),n/a (unknown sex),..,..,..,Pass,..,Italian_Central_Med,357
PF26.SG,85468,PF26,PN62,tooth,RavasiniTrombettaGenomeBiol2024,RavasiniTrombettaGenomeBiol2024,https://doi.org/10.1186/s13059-024-03430-4,ENA:PRJEB77116,Context: Archaeological,1350,58.0,500-700 CE,..,Italy_Pesaro_LateAntiquity,"Pesaro (Marche, Pesaro e Urbino)",Italy,43.9125,12.9155,Native Pulldown on 3.2M snpset,SG,Shotgun,..,0.0162,0.0168,30239,18452,9610,19928,4593,U,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),..,..,..,..,..,n/a (unknown sex),n/a (unknown sex),..,..,..,Pass,..,Italian_Central_Med,600
PF28.SG,85470,PF28,PN6,tooth,RavasiniTrombettaGenomeBiol2024,RavasiniTrombettaGenomeBiol2024,https://doi.org/10.1186/s13059-024-03430-4,ENA:PRJEB77116,Context: Archaeological,1350,58.0,500-700 CE,..,Italy_Pesaro_LateAntiquity-oLevant,"Pesaro (Marche, Pesaro e Urbino)",Italy,43.9125,12.9155,Native Pulldown on 3.2M snpset,SG,Shotgun,..,0.2821,0.2886,457940,281706,144834,304224,69359,U,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),..,..,..,..,..,n/a (unknown sex),n/a (unknown sex),..,..,..,Pass,..,Italian_Central_Med,600
PF32.SG,85474,PF32,PN79,tooth,RavasiniTrombettaGenomeBiol2024,RavasiniTrombettaGenomeBiol2024,https://doi.org/10.1186/s13059-024-03430-4,ENA:PRJEB77116,Context: Archaeological,1350,58.0,500-700 CE,..,Italy_Pesaro_LateAntiquity-oLevant,"Pesaro (Marche, Pesaro e Urbino)",Italy,43.9125,12.9155,Native Pulldown on 3.2M snpset,SG,Shotgun,..,0.0977,0.1018,173689,107018,54657,115537,26150,U,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),..,..,..,..,..,n/a (unknown sex),n/a (unknown sex),..,..,..,Pass,..,Italian_Central_Med,600
PF36.SG,85478,PF36,PN87,tooth,RavasiniTrombettaGenomeBiol2024,RavasiniTrombettaGenomeBiol2024,https://doi.org/10.1186/s13059-024-03430-4,ENA:PRJEB77116,Context: Archaeological,1350,58.0,500-700 CE,..,Italy_Pesaro_LateAntiquity,"Pesaro (Marche, Pesaro e Urbino)",Italy,43.9125,12.9155,Native Pulldown on 3.2M snpset,SG,Shotgun,..,0.1102,0.1117,194656,119882,61718,129164,29388,U,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),..,..,..,..,..,n/a (unknown sex),n/a (unknown sex),..,..,..,Pass,..,Italian_Central_Med,600
PF5.SG,85480,PF5,PN90,tooth,RavasiniTrombettaGenomeBiol2024,RavasiniTrombettaGenomeBiol2024,https://doi.org/10.1186/s13059-024-03430-4,ENA:PRJEB77116,Context: Archaeological,1350,58.0,500-700 CE,..,Italy_Pesaro_LateAntiquity,"Pesaro (Marche, Pesaro e Urbino)",Italy,43.9125,12.9155,Native Pulldown on 3.2M snpset,SG,Shotgun,..,0.0193,0.0184,35897,21945,11586,23867,5525,U,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),..,..,..,..,..,n/a (unknown sex),n/a (unknown sex),..,..,..,Pass,..,Italian_Central_Med,600
PF7.SG,85482,PF7,PN91,tooth,RavasiniTrombettaGenomeBiol2024,RavasiniTrombettaGenomeBiol2024,https://doi.org/10.1186/s13059-024-03430-4,ENA:PRJEB77116,Context: Archaeological,1350,58.0,500-700 CE,..,Italy_Pesaro_LateAntiquity,"Pesaro (Marche, Pesaro e Urbino)",Italy,43.9125,12.9155,Native Pulldown on 3.2M snpset,SG,Shotgun,..,0.0092,0.0091,17254,10523,5501,11509,2696,U,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),..,..,..,..,..,n/a (unknown sex),n/a (unknown sex),..,..,..,Pass,..,Italian_Central_Med,600
PF9.SG,85484,PF9,PN92,tooth,RavasiniTrombettaGenomeBiol2024,RavasiniTrombettaGenomeBiol2024,https://doi.org/10.1186/s13059-024-03430-4,ENA:PRJEB77116,Context: Archaeological,1350,58.0,500-700 CE,..,Italy_Pesaro_LateAntiquity,"Pesaro (Marche, Pesaro e Urbino)",Italy,43.9125,12.9155,Native Pulldown on 3.2M snpset,SG,Shotgun,..,0.0029,0.0034,5478,3373,1800,3631,886,U,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (sex unknown),n/a (sex unknown),n/a (sex unknown),..,..,..,..,..,n/a (unknown sex),n/a (unknown sex),..,..,..,Pass,2500.to.5000.SNPs,Italian_Central_Med,600
CGG_2_022041.SG,117263,CGG_2_022041,"Monterrey-Estiviel_El_93,_UE_02",..,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,https://doi.org/10.1101/2025.02.28.640770,..,Direct: IntCal20,1555,73.0,"235-331 calCE (1667±48 BP, UCIAMS-232733)",..,Spain_MonterreyEstiviel_MigrationPeriod_Visigoth,Monterrey-Estiviel (Menorca),Spain,39.87544722,4.12444444,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.3302,0.3333,520719,322708,160987,347023,76927,F,..,0,0,..,..,..,..,..,..,..,..,n/a (female),n/a (female),..,..,..,PROVISIONAL_PASS,..,Western_European,395
CGG_2_022051.SG,117265,CGG_2_022051,EstevillasVirgen_de_la_Torre;_elem_124;_UE_03,..,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,https://doi.org/10.1101/2025.02.28.640770,..,Direct: IntCal20,1369,56.0,"418-537 calCE (1472±60 BP, UCIAMS-222765)",..,Spain_Estevillas_Virgen_de_la_Torre_MigrationPeriod_Visigoth,Estevillas_Virgen_de_la_Torre (Madrid),Spain,40.383598,-3.569948,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.2889,0.3461,456689,285247,140587,307760,67855,M,..,n/a (<300K SNPs),n/a (<300K SNPs),R-Y66581,R1b1a1b1a1a2a,..,..,..,..,..,..,..,..,..,..,..,PROVISIONAL_PASS,..,Western_European,581
CGG_2_022418.SG,117277,CGG_2_022418,BLH_55_02/03/18,..,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,https://doi.org/10.1101/2025.02.28.640770,..,Direct (WARNING: MISSING LAB CODE): IntCal20,2430,62.0,480-450 calBCE (2415±15 BP),..,France_Bucy_le_Long_IA_LaTene,Bucy_le_Long (Aisne_Haut_de_France),France,49.3914,3.39473,Native pulldown on 3.2M snpset,SG,Shotgun,..,4.5896,4.4452,1851532,1135314,572824,1227380,273484,M,..,0,0,R-FT165198,R1b1a1b1a1a2b1,..,..,..,..,..,..,..,..,..,..,..,PROVISIONAL_PASS,..,Western_European,-480
CGG_2_022424.SG,117285,CGG_2_022424,BLH_368_02/03/18,..,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,https://doi.org/10.1101/2025.02.28.640770,..,Direct: IntCal20,2206,120.0,"358-175 calBCE (2216±92 BP, UCIAMS-232736)",..,France_Bucy_le_Long_IA_LaTene,Bucy_le_Long (Aisne_Haut_de_France),France,49.3914,3.39473,Native pulldown on 3.2M snpset,SG,Shotgun,..,2.5765,2.4739,1715274,1053844,533526,1138327,254702,F,..,0,0,..,..,..,..,..,..,..,..,n/a (female),n/a (female),..,..,..,PROVISIONAL_PASS,..,Western_European,-256
CGG_2_022426.SG,117289,CGG_2_022426,BLH_37_02/03/18,..,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,https://doi.org/10.1101/2025.02.28.640770,..,Direct (WARNING: MISSING LAB CODE): IntCal20,2430,62.0,480-450 calBCE (2415±15 BP),..,France_Bucy_le_Long_IA_LaTene,Bucy_le_Long (Aisne_Haut_de_France),France,49.3914,3.39473,Native pulldown on 3.2M snpset,SG,Shotgun,..,1.7651,1.7437,1523601,940540,475035,1013697,227191,M,..,0,0,R-FGC66737,R1b1a1b1a1a1c1,..,..,..,..,..,..,..,..,..,..,..,PROVISIONAL_PASS,..,Western_European,-480
CGG_2_022427.SG,117291,CGG_2_022427,BLH_38_02/03/18,..,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,https://doi.org/10.1101/2025.02.28.640770,..,Direct (WARNING: MISSING LAB CODE): IntCal20,2430,62.0,480-450 calBCE (2415±15 BP),..,France_Bucy_le_Long_IA_LaTene,Bucy_le_Long (Aisne_Haut_de_France),France,49.3914,3.39473,Native pulldown on 3.2M snpset,SG,Shotgun,..,2.7616,2.6681,1742914,1070364,541121,1156640,258360,M,..,0,0,R-L21,R1b1a1b1a1a2c1,..,..,..,..,..,..,..,..,..,..,..,PROVISIONAL_PASS,..,Western_European,-480
CGG_2_022428.SG,117293,CGG_2_022428,BLH_48_02/03/18,..,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,https://doi.org/10.1101/2025.02.28.640770,..,Direct (WARNING: MISSING LAB CODE): IntCal20,2430,62.0,480-450 calBCE (2415±15 BP),..,France_Bucy_le_Long_IA_LaTene,Bucy_le_Long (Aisne_Haut_de_France),France,49.3914,3.39473,Native pulldown on 3.2M snpset,SG,Shotgun,..,4.561,4.3762,1851295,1134682,572781,1226944,273412,F,..,0,0,..,..,..,..,..,..,..,..,n/a (female),n/a (female),..,..,..,PROVISIONAL_PASS,..,Western_European,-480
CGG_2_022432.SG,117301,CGG_2_022432,BLH_64_02/03/18,..,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,https://doi.org/10.1101/2025.02.28.640770,..,Direct (WARNING: MISSING LAB CODE): IntCal20,2392,35.0,450-420 calBCE (2385±15 BP),..,France_Bucy_le_Long_IA_LaTene,Bucy_le_Long (Aisne_Haut_de_France),France,49.3914,3.39473,Native pulldown on 3.2M snpset,SG,Shotgun,..,5.8504,5.6082,1863925,1143688,577125,1236073,275587,F,..,0,0,..,..,..,..,..,..,..,..,n/a (female),n/a (female),..,..,..,PROVISIONAL_PASS,..,Western_European,-442
CGG_2_022436.SG,117309,CGG_2_022436,BLH_369_Good_02/03/18,..,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,https://doi.org/10.1101/2025.02.28.640770,..,Direct (WARNING: MISSING LAB CODE): IntCal20,2354,14.0,420-390 calBCE (2355±15 BP),..,France_Bucy_le_Long_IA_LaTene,Bucy_le_Long (Aisne_Haut_de_France),France,49.3914,3.39473,Native pulldown on 3.2M snpset,SG,Shotgun,..,2.8158,2.7324,1743840,1070464,542389,1157548,259091,M,..,0,0,R-FGC71023,R1b1a1b1a1a2,..,..,..,..,..,..,..,..,..,..,..,PROVISIONAL_PASS,..,Western_European,-404
CGG_2_022437.SG,117311,CGG_2_022437,BLC_67_02/03/18,..,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,https://doi.org/10.1101/2025.02.28.640770,..,Direct (WARNING: MISSING LAB CODE): IntCal20,2392,35.0,450-420 calBCE (2385±15 BP),..,France_Bucy_le_Long_IA_LaTene,Bucy_le_Long (Aisne_Haut_de_France),France,49.3914,3.39473,Native pulldown on 3.2M snpset,SG,Shotgun,..,4.5272,4.3477,1848504,1133279,572482,1225417,273250,F,..,0,0,..,..,..,..,..,..,..,..,n/a (female),n/a (female),..,..,..,PROVISIONAL_PASS,..,Western_European,-442
CGG_2_022438.SG,117313,CGG_2_022438,BLH_54_02/03/18,..,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,https://doi.org/10.1101/2025.02.28.640770,..,Direct (WARNING: MISSING LAB CODE): IntCal20,2396,28.0,450-450 calBCE (2400±0 BP),..,France_Bucy_le_Long_IA_LaTene,Bucy_le_Long (Aisne_Haut_de_France),France,49.3914,3.39473,Native pulldown on 3.2M snpset,SG,Shotgun,..,5.6984,5.5027,1864642,1143373,576906,1236007,275473,M,..,0,0,R-S264,R1b1a1b1a1a1c1,..,..,..,..,..,..,..,..,..,..,..,PROVISIONAL_PASS,..,Western_European,-446
CGG_2_022441.SG,117317,CGG_2_022441,BFT_223_02/03/18,..,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,https://doi.org/10.1101/2025.02.28.640770,..,Direct: IntCal20,2349,4.0,"404-382 calBCE (2343±11 BP, UCIAMS-232739)",..,France_Bucy_le_Long_IA_LaTene,Bucy_le_Long (Aisne_Haut_de_France),France,49.3914,3.39473,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.1474,0.15,250959,156693,78240,168645,37624,M,..,n/a (<300K SNPs),n/a (<300K SNPs),R-M269,R1b1a1b,..,..,..,..,..,..,..,..,..,..,..,PROVISIONAL_PASS,..,Western_European,-399
CGG_2_022442.SG,117319,CGG_2_022442,BFT_226_02/03/18,..,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,https://doi.org/10.1101/2025.02.28.640770,..,Direct (WARNING: MISSING LAB CODE): IntCal20,2354,14.0,420-390 calBCE (2355±15 BP),..,France_Bucy_le_Long_IA_LaTene,Bucy_le_Long (Aisne_Haut_de_France),France,49.3914,3.39473,Native pulldown on 3.2M snpset,SG,Shotgun,..,5.672,5.4159,1862050,1142013,576416,1234401,275201,F,..,24.2297,24.2297,..,..,..,..,..,..,..,..,n/a (female),n/a (female),..,..,..,PROVISIONAL_PASS,..,Western_European,-404
CGG_2_022454.SG,117335,CGG_2_022454,BLH_60_02/03/18,..,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,https://doi.org/10.1101/2025.02.28.640770,..,Direct: IntCal20,2335,179.0,"480-450 calBCE (2298±116 BP, UBA-41224)",..,France_Bucy_le_Long_IA_LaTene,Bucy_le_Long (Aisne_Haut_de_France),France,49.3914,3.39473,Native pulldown on 3.2M snpset,SG,Shotgun,..,4.5373,4.5196,1808272,1108290,559244,1199283,267127,F,..,0,0,..,..,..,..,..,..,..,..,n/a (female),n/a (female),..,..,..,PROVISIONAL_PASS,..,Western_European,-385
CGG_2_022455.SG,117337,CGG_2_022455,BLH_66_02/03/18,..,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,https://doi.org/10.1101/2025.02.28.640770,..,Direct: IntCal20,2336,179.0,"420-390 calBCE (2299±116 BP, UBA-41223)",..,France_Bucy_le_Long_IA_LaTene,Bucy_le_Long (Aisne_Haut_de_France),France,49.3914,3.39473,Native pulldown on 3.2M snpset,SG,Shotgun,..,5.6103,5.4183,1862964,1142786,576571,1235101,275294,M,..,0,0,R-Y21243,R1b1a1b1a,..,..,..,..,..,..,..,..,..,..,..,PROVISIONAL_PASS,..,Western_European,-386
CGG_2_022457.SG,117341,CGG_2_022457,BLH_75_02/03/18,..,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,https://doi.org/10.1101/2025.02.28.640770,..,Direct (WARNING: MISSING LAB CODE): IntCal20,2365,19.0,430-430 calBCE (2380±0 BP),..,France_Bucy_le_Long_IA_LaTene,Bucy_le_Long (Aisne_Haut_de_France),France,49.3914,3.39473,Native pulldown on 3.2M snpset,SG,Shotgun,..,4.0738,3.9312,1839237,1127613,569438,1219309,271891,M,..,0,0,R-FGC36423,R1b1a1b1a1a2c1b2a,..,..,..,..,..,..,..,..,..,..,..,PROVISIONAL_PASS,..,Western_European,-415
CGG_2_022460.SG,117347,CGG_2_022460,BLH_114_02/03/18,..,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,https://doi.org/10.1101/2025.02.28.640770,..,Direct (WARNING: MISSING LAB CODE): IntCal20,1411,26.0,400-400 calCE (1550±0 BP),..,France_Bucy_le_Long_IA_LaTene,Bucy_le_Long (Aisne_Haut_de_France),France,49.3914,3.39473,Native pulldown on 3.2M snpset,SG,Shotgun,..,4.4181,4.2367,1843823,1132028,571653,1223065,272989,F,..,402.801017,402.801017,..,..,..,..,..,..,..,..,n/a (female),n/a (female),..,..,..,PROVISIONAL_PASS,..,Western_European,539
CGG_2_022464.SG,117353,CGG_2_022464,BLH_198-1?_02/03/18,..,McCollWillerslevBioRxiv2025,McCollWillerslevBioRxiv2025,https://doi.org/10.1101/2025.02.28.640770,..,Direct: IntCal20,2248,136.0,"480-450 calBCE (2250±95 BP, UBA-41222)",..,France_Bucy_le_Long_IA_LaTene,Bucy_le_Long (Aisne_Haut_de_France),France,49.3914,3.39473,Native pulldown on 3.2M snpset,SG,Shotgun,..,1.7191,1.682,1522147,936975,473965,1010841,226522,M,..,0,0,R-BY3483,R1b1a1b1a1a2b1,..,..,..,..,..,..,..,..,..,..,..,PROVISIONAL_PASS,..,Western_European,-298
